Council,Period,Benchmark,Measurement_Tools,Time_Period,Side,Policy_Sector,Issues,bmpType,BMP,Description,Goals,Immediate,Short Term Actions,Long Term Actions,Permittee_Category,Responsible_Parties,parties_typology,statefed_not,Funder,Plan,,,,,,,,,
UOC,2,,,,Demand,,,WC,WC-10 Encourage commercial water audits ,"Identify an agency to conduct commercial audits and train personnel to conduct them throughout the Region. Advertise and promote the commercial water audit program. Conduct commercial audits with interested commercial partners. Report results to commercial partners and encourage use of the results in future decisions related to water use efficiency and conservation. Implement regional program via Public Education and Awareness Program (see WC-3).  Advertise and promote the waer audit program. Conduct audits with interested commercial partners. Administer Survey to gauge Results during the short term. Terport results to commercial partners and revise program during 5-year Regional Water Plan update, if necessary, to improve effectiveness. ","WS, BP and CR goals",,"Implement regional program via Public Education and Awareness Program (see WC-3).
 Advertise and promote the water audit program.
 Conduct audits with interested commercial partners.","Administer Survey to gauge Results during the short term.
 Report results to commercial partners and revise program during 5-year Regional Water Plan update, if necessary, to improve effectiveness.",MU,regional councils,regional council,other,"State, Local, Utilities",https://waterplanning.georgia.gov/upper-flint-water-planning-region,,,,,,,,,
UOC,2,,,,Demand,,,WC,WC-3 Encourage education and public awareness programs,"Encourage local jurisdictions to develop an education and public awareness program focused on water conservation and water quality improvement awareness needs. Implement the Education and Public Awareness program. Administer Survey to gauge effectiveness of program during the short term. Revise Education and Public Awareness program during 5-year Regional Water Plan update, if necessary, to improve effectiveness.
","WS, WQ, ES, and CR goals",,Implement the Education and Public Awareness program,"Administer Survey to gauge effectiveness of program during the short term.
 Revise Education and Public Awareness program during 5-year Regional Water Plan update, if necessary, to improve effectiveness.",MU and MS4,regional councils,regional council,other,"State, Local, Utilities",https://waterplanning.georgia.gov/upper-flint-water-planning-region,,,,,,,,,
UOC,2,,,,Quality,,,WQ,WQ-6. Encourage floodplain management / flood damage prevention,Implement site plan review practices to minimize development in the floodplain.,"WS, WQ, ES, and BP goals",,"Develop regional recommendations and a model flood damage prevention ordinance.
 Develop educational materials emphasizing the importance of preventing flood damage.
 Identify incentives and potential funding sources to encourage local implementation.","Integrate message into the Public Education and Awareness Program (see WC- 3).
 Consider adoption of flood damage prevention ordinance.
 Revise development review process, if needed.
 Begin mapping location of future floodplains.
 Revise guidelines during 5-year Regional Water Plan update, if necessary, to improve effectiveness.",,regional councils,regional council,other,Local,https://waterplanning.georgia.gov/upper-flint-water-planning-region,,,,,,,,,
UOC,1,,,,Supply,Municipal,,WS,WS-6. Expand existing withdrawals from available reservoirs,Negotiate with Georgia Power on potential expansion of existing withdrawals.,"Supports WS, RS, and BP goals","Coordinate with current
reservoir owners /
operators to establish a
clear process for local
governments and utilities
to follow when future water
supply needs arise",Identify need for expansion of future water withdrawals from existing reservoirs via local Water Master Planning process.,"Revise local Water Master Plan based on 5-year Regional Water Plan update, if necessary, to include this water MP. Coordinate with current reservoir owners / operators and FERC, as needed, to meet future water supply needs.",MU,georgia power,utilities,other,Utilities,http://www.upperoconee.org/documents/UOC_Adopted_RWP.pdf,,,,,,,,,
UOC,1,,,,Supply,Municipal,,WS,WS-6. Expand existing withdrawals from available reservoirs,Negotiate with Georgia Power on potential expansion of existing withdrawals.,"Supports WS, RS, and BP goals","Coordinate with current
reservoir owners /
operators to establish a
clear process for local
governments and utilities
to follow when future water
supply needs arise",Identify need for expansion of future water withdrawals from existing reservoirs via local Water Master Planning process.,"Revise local Water Master Plan based on 5-year Regional Water Plan update, if necessary, to include this water MP. Coordinate with current reservoir owners / operators and FERC, as needed, to meet future water supply needs.",MU,local governments,local government,other,Utilities,http://www.upperoconee.org/documents/UOC_Adopted_RWP.pdf,,,,,,,,,
UOC,1,,,,Supply,Municipal,,WS,WS-6. Expand existing withdrawals from available reservoirs,Negotiate with Georgia Power on potential expansion of existing withdrawals.,"Supports WS, RS, and BP goals","Coordinate with current
reservoir owners /
operators to establish a
clear process for local
governments and utilities
to follow when future water
supply needs arise",Identify need for expansion of future water withdrawals from existing reservoirs via local Water Master Planning process.,"Revise local Water Master Plan based on 5-year Regional Water Plan update, if necessary, to include this water MP. Coordinate with current reservoir owners / operators and FERC, as needed, to meet future water supply needs.",MU,regional councils,regional council,other,Utilities,http://www.upperoconee.org/documents/UOC_Adopted_RWP.pdf,,,,,,,,,
UOC,1,,,,Supply,Municipal,,WS,WS-6. Expand existing withdrawals from available reservoirs,Negotiate with Georgia Power on potential expansion of existing withdrawals.,"Supports WS, RS, and BP goals","Coordinate with current
reservoir owners /
operators to establish a
clear process for local
governments and utilities
to follow when future water
supply needs arise",Identify need for expansion of future water withdrawals from existing reservoirs via local Water Master Planning process.,"Revise local Water Master Plan based on 5-year Regional Water Plan update, if necessary, to include this water MP. Coordinate with current reservoir owners / operators and FERC, as needed, to meet future water supply needs.",MU,FERC,federal government,statefed,Utilities,http://www.upperoconee.org/documents/UOC_Adopted_RWP.pdf,,,,,,,,,
UOC,1,,,,Supply,Municipal,,WS,WS-6. Expand existing withdrawals from available reservoirs,Negotiate with Georgia Power on potential expansion of existing withdrawals.,"Supports WS, RS, and BP goals","Coordinate with current
reservoir owners /
operators to establish a
clear process for local
governments and utilities
to follow when future water
supply needs arise",Identify need for expansion of future water withdrawals from existing reservoirs via local Water Master Planning process.,"Revise local Water Master Plan based on 5-year Regional Water Plan update, if necessary, to include this water MP. Coordinate with current reservoir owners / operators and FERC, as needed, to meet future water supply needs.",MU,utilities,utilities,other,Utilities,http://www.upperoconee.org/documents/UOC_Adopted_RWP.pdf,,,,,,,,,
UOC,1,,,,Supply,Municipal,,WS,WS-7. Encourage water system asset management,Map water system assets. Develop a water system asset management program. Develop targeted asset replacement/rehabilitation program to prevent catastrophic failures. Coordinate asset management and leak detection programs.,"Supports WS, BP, ES and CR goals","Develop a water
system asset
management
program, if one does
not already exist.
 Begin mapping of
water system assets.",Develop targeted asset replacement/reha -bilitation program to prevent catastrophic failures. Continue mapping of water system assets. Coordinate asset management and leak detection programs.,"Continue asset management and leak detection programs. Revise program based on 5-year Regional Water Plan update, if necessary.",MU,local governments,local government,other,Utilities,http://www.upperoconee.org/documents/UOC_Adopted_RWP.pdf,,,,,,,,,
UOC,1,,,,Supply,Municipal,,WS,WS-7. Encourage water system asset management,Map water system assets. Develop a water system asset management program. Develop targeted asset replacement/rehabilitation program to prevent catastrophic failures. Coordinate asset management and leak detection programs.,"Supports WS, BP, ES and CR goals","Develop a water
system asset
management
program, if one does
not already exist.
 Begin mapping of
water system assets.",Develop targeted asset replacement/reha -bilitation program to prevent catastrophic failures. Continue mapping of water system assets. Coordinate asset management and leak detection programs.,"Continue asset management and leak detection programs. Revise program based on 5-year Regional Water Plan update, if necessary.",MU,epd,state government,statefed,Utilities,http://www.upperoconee.org/documents/UOC_Adopted_RWP.pdf,,,,,,,,,
UOC,1,,,,Supply,Municipal,,WS,WS-7. Encourage water system asset management,Map water system assets. Develop a water system asset management program. Develop targeted asset replacement/rehabilitation program to prevent catastrophic failures. Coordinate asset management and leak detection programs.,"Supports WS, BP, ES and CR goals","Develop a water
system asset
management
program, if one does
not already exist.
 Begin mapping of
water system assets.",Develop targeted asset replacement/reha -bilitation program to prevent catastrophic failures. Continue mapping of water system assets. Coordinate asset management and leak detection programs.,"Continue asset management and leak detection programs. Revise program based on 5-year Regional Water Plan update, if necessary.",MU,utilities,utilities,other,Utilities,http://www.upperoconee.org/documents/UOC_Adopted_RWP.pdf,,,,,,,,,
UOC,2,,,,Supply,,,WS,WS-3. Develop new groundwater wells,"Evaluate potential for groundwater supplies (likely as supplemental source). Permit wells as needed and practicable.  Identify site-specific needs for new groundwater wells over the next 30 years via the local Water Master Planning Process. Begin permitting process for new wells and construct as needed and as funding allows. Continue permitting process for new wells and construct as needed and as funding allows. Revise local Water Master Plan based on 5 year Regional Water Plan update, if necessary.","WS, RS and BP
goals",,"Identify site-specific needs for new groundwater wells over the next 30 years via the local Water Master Planning Process.
 Begin permitting process for new wells and construct as needed and as funding allows.","Continue permitting process
for new wells and construct as needed and as funding allows.
 Revise local Water Master Plan based
on 5-year Regional Water Plan update, if necessary.",IND and MU,epd,state government,statefed,"State, Local, Utilities",https://waterplanning.georgia.gov/upper-flint-water-planning-region,,,,,,,,,
UOC,1,,,,Returns,Municipal,,WW,WW-1. Encourage implementation of centralized sewer in developing areas where density warrants,Identify areas that would benefit from being served by a centralized sewer versus septic systems. Work with developers to ensure they understand the program.,"Supports WS, RS, WQ and BP goals","As part of local planning:
 Identify areas where centralized
sewer would benefit water quality
(areas around lake; smaller lots that
would not support septic systems).
 Develop a mechanism within the
local government review process that
triggers consideration of centralized
sewer above certain density
thresholds.","Implement local Wastewater Master Plan (See WW-2), working with developers to secure their participation.","Revise local Wastewater Master Plan based on 5-year Regional Water Plan update, if necessary.",MUWW,local governments,local government,other,"State, Local, Utilities",http://www.upperoconee.org/documents/UOC_Adopted_RWP.pdf,,,,,,,,,
UOC,2,,,,Returns,,,WW,WW-4. Develop septic system planning and management policies and guidance,Determine future septic system areas and local requirements. Develop near- and long-term policies for transitioning unsewered areas to sewered areas where financially feasible. Identify grant funds or other sources to develop and implement education program. Identify and manage septic systems in environmentally sensitive areas. Implement a septic system homeowner education program. Create a septic system map. Require septic tank certification program as part of the homebuyer closing process.,,,"As part of local planning efforts:
 Developnear-andlong-term policies for transitioning to sewer in areas where feasible.
 Identifygrantfundsorother sources to develop and implement Septic System Homeowner Education program.
 Developtemplatematerialsfor Septic System Homeowner Education efforts. Develop septic tank certification program as part of the homebuyer closing process.
 IntegrateSepticSystem Homeowner Education and septic certification program components into the Public Education and Awareness Program (see WC-3).","Track implementation and revise Regional Water Plan, if necessary.",MUWW,state public health department,state government,statefed,"State, Local, Utilities",https://waterplanning.georgia.gov/upper-flint-water-planning-region,,,,,,,,,
UOC,1,,,,Returns,Municipal,,WW,WW-1. Encourage implementation of centralized sewer in developing areas where density warrants,Identify areas that would benefit from being served by a centralized sewer versus septic systems. Work with developers to ensure they understand the program.,"Supports WS, RS, WQ and BP goals","As part of local planning:
 Identify areas where centralized
sewer would benefit water quality
(areas around lake; smaller lots that
would not support septic systems).
 Develop a mechanism within the
local government review process that
triggers consideration of centralized
sewer above certain density
thresholds.","Implement local Wastewater Master Plan (See WW-2), working with developers to secure their participation.","Revise local Wastewater Master Plan based on 5-year Regional Water Plan update, if necessary.",MUWW,epd,state government,statefed,"State, Local, Utilities",http://www.upperoconee.org/documents/UOC_Adopted_RWP.pdf,,,,,,,,,
UOC,1,,,,Returns,Municipal,,WW,WW-1. Encourage implementation of centralized sewer in developing areas where density warrants,Identify areas that would benefit from being served by a centralized sewer versus septic systems. Work with developers to ensure they understand the program.,"Supports WS, RS, WQ and BP goals","As part of local planning:
 Identify areas where centralized
sewer would benefit water quality
(areas around lake; smaller lots that
would not support septic systems).
 Develop a mechanism within the
local government review process that
triggers consideration of centralized
sewer above certain density
thresholds.","Implement local Wastewater Master Plan (See WW-2), working with developers to secure their participation.","Revise local Wastewater Master Plan based on 5-year Regional Water Plan update, if necessary.",MUWW,utilities,utilities,other,"State, Local, Utilities",http://www.upperoconee.org/documents/UOC_Adopted_RWP.pdf,,,,,,,,,
UOC,2,,,,Returns,,,WW,WW-6. Provide local government with acceptable parameters for septage disposal at facilities,Develop a plan and acceptable parameters for septage disposal. Collect septage manifests and provide to County Boards of Health. Consider septage disposal needs when upgrading or designing new wastewater treatment facilities. ,,,"Propose legislative changes, if needed, to allow for consistent, minimum parameters for local governments to utilize in determining whether septage is acceptable for disposal at their facilities.
 Local governments and utilities to implement minimum septage disposal standards and regularly convey manifests to local Public Health officials.","Revise guidelines during 5- year Regional Water Plan update, if necessary.",MUWW,state public health department,state government,statefed,"State, Local, Utilities",https://waterplanning.georgia.gov/upper-flint-water-planning-region,,,,,,,,,
UOC,2,,,,Returns,,,WW,WW-3. Develop recommendations for decentralized sewer systems,"Evaluate potential for designing decentralized systems so they can potentially connect to a centralized sewer system in the future when available. Identify implementation issues. Develop design standards for smaller, clustered systems. Implement design standards. Work with developers to ensure they understand the program. Establish policies for future connections to centralized sewer. Coordinate with local governments on the development of private wastewater system ordinance(s).",,,"Local governments to consider adoption of model ordinance for decentralized and clustered sewer systems.
 Local Public Health Departments to implement revised minimum design standards.","Revise guidelines during 5- year Regional Water Plan update, if necessary",MUWW,state public health department,state government,statefed,"Local, Utilities",https://waterplanning.georgia.gov/upper-flint-water-planning-region,,,,,,,,,
UOC,1,,,,Returns,Municipal,,WW,WW-2. Encourage development of local wastewater master plans / Evaluate wastewater treatment and disposal options to meet future demands,"Evaluate future wastewater capacity needs. Identify and evaluate options to treat and dispose of wastewater, including reuse. Focus on existing public utilities. Update a minimum of every 5 years.","Supports WS, RS, WQ, and BP goals","Consider the development of (or revision
to) a local Wastewater Master Plan, that:
 Integrates the Regional Water Plan
MPs.
 Evaluates local, future wastewater
capacity needs.
 Identifies and evaluates options to
treat and dispose of wastewater.
 Considers opportunities for reuse
(indirect potable, non-potable, etc.).",Implement local Wastewater Master Plan.,"revise local wastewater master plan based on 5-year Regional Water Plan update, if necessary.",MUWW,local governments,local government,other,Utilities,http://www.upperoconee.org/documents/UOC_Adopted_RWP.pdf,,,,,,,,,
UOC,1,,,,Returns,Municipal,,WW,WW-2. Encourage development of local wastewater master plans / Evaluate wastewater treatment and disposal options to meet future demands,"Evaluate future wastewater capacity needs. Identify and evaluate options to treat and dispose of wastewater, including reuse. Focus on existing public utilities. Update a minimum of every 5 years.","Supports WS, RS, WQ, and BP goals","Consider the development of (or revision
to) a local Wastewater Master Plan, that:
 Integrates the Regional Water Plan
MPs.
 Evaluates local, future wastewater
capacity needs.
 Identifies and evaluates options to
treat and dispose of wastewater.
 Considers opportunities for reuse
(indirect potable, non-potable, etc.).",Implement local Wastewater Master Plan.,"revise local wastewater master plan based on 5-year Regional Water Plan update, if necessary.",MUWW,epd,state government,statefed,Utilities,http://www.upperoconee.org/documents/UOC_Adopted_RWP.pdf,,,,,,,,,
UOC,1,,,,Returns,Municipal,,WW,WW-2. Encourage development of local wastewater master plans / Evaluate wastewater treatment and disposal options to meet future demands,"Evaluate future wastewater capacity needs. Identify and evaluate options to treat and dispose of wastewater, including reuse. Focus on existing public utilities. Update a minimum of every 5 years.","Supports WS, RS, WQ, and BP goals","Consider the development of (or revision
to) a local Wastewater Master Plan, that:
 Integrates the Regional Water Plan
MPs.
 Evaluates local, future wastewater
capacity needs.
 Identifies and evaluates options to
treat and dispose of wastewater.
 Considers opportunities for reuse
(indirect potable, non-potable, etc.).",Implement local Wastewater Master Plan.,"revise local wastewater master plan based on 5-year Regional Water Plan update, if necessary.",MUWW,utilities,utilities,other,Utilities,http://www.upperoconee.org/documents/UOC_Adopted_RWP.pdf,,,,,,,,,
UOC,1,,,,Returns,Municipal,,WW,WW-3. Develop recommendations for decentralized sewer systems,"Evaluate potential for designing decentralized systems so they can potentially connect to a centralized sewer system in the future when available. Identify implementation issues. Develop design standards for smaller, clustered systems. Implement design standards. Work with developers to ensure they understand the program. Establish policies for future connections to centralized sewer. Coordinate with local governments on the development of private wastewater system ordinance(s).","Supports WQ, WS, and BP goals","Coordinate with Georgia Division of
Public Health to:
 Revise Chapter 290-5-26, On-site
Sewage Management Systems, if
needed, to provide consistent,
minimum design standards that
anticipate future centralized sewer
connections, where appropriate.
 Develop example policies for
connections to public sewer.
 Develop regional recommendations
and a model ordinance for
decentralized and smaller, clustered
sewer systems.",local governments to consider adoption of model ordinance for decentralized and clustered sewer systems. local public health departments to implement revised minimum design standards,"revise guidelines during 5-year regional water plan update, if necessary.",MUWW,gawp,interest groups,other,"Local, Utilities",http://www.upperoconee.org/documents/UOC_Adopted_RWP.pdf,,,,,,,,,
UOC,1,,,,Returns,Municipal,,WW,WW-3. Develop recommendations for decentralized sewer systems,"Evaluate potential for designing decentralized systems so they can potentially connect to a centralized sewer system in the future when available. Identify implementation issues. Develop design standards for smaller, clustered systems. Implement design standards. Work with developers to ensure they understand the program. Establish policies for future connections to centralized sewer. Coordinate with local governments on the development of private wastewater system ordinance(s).","Supports WQ, WS, and BP goals","Coordinate with Georgia Division of
Public Health to:
 Revise Chapter 290-5-26, On-site
Sewage Management Systems, if
needed, to provide consistent,
minimum design standards that
anticipate future centralized sewer
connections, where appropriate.
 Develop example policies for
connections to public sewer.
 Develop regional recommendations
and a model ordinance for
decentralized and smaller, clustered
sewer systems.",local governments to consider adoption of model ordinance for decentralized and clustered sewer systems. local public health departments to implement revised minimum design standards,"revise guidelines during 5-year regional water plan update, if necessary.",MUWW,georgia division of public health,state government,statefed,"Local, Utilities",http://www.upperoconee.org/documents/UOC_Adopted_RWP.pdf,,,,,,,,,
UOC,1,,,,Returns,Municipal,,WW,WW-3. Develop recommendations for decentralized sewer systems,"Evaluate potential for designing decentralized systems so they can potentially connect to a centralized sewer system in the future when available. Identify implementation issues. Develop design standards for smaller, clustered systems. Implement design standards. Work with developers to ensure they understand the program. Establish policies for future connections to centralized sewer. Coordinate with local governments on the development of private wastewater system ordinance(s).","Supports WQ, WS, and BP goals","Coordinate with Georgia Division of
Public Health to:
 Revise Chapter 290-5-26, On-site
Sewage Management Systems, if
needed, to provide consistent,
minimum design standards that
anticipate future centralized sewer
connections, where appropriate.
 Develop example policies for
connections to public sewer.
 Develop regional recommendations
and a model ordinance for
decentralized and smaller, clustered
sewer systems.",local governments to consider adoption of model ordinance for decentralized and clustered sewer systems. local public health departments to implement revised minimum design standards,"revise guidelines during 5-year regional water plan update, if necessary.",MUWW,epd,state government,statefed,"Local, Utilities",http://www.upperoconee.org/documents/UOC_Adopted_RWP.pdf,,,,,,,,,
UOC,1,,,,Returns,Municipal,,WW,WW-3. Develop recommendations for decentralized sewer systems,"Evaluate potential for designing decentralized systems so they can potentially connect to a centralized sewer system in the future when available. Identify implementation issues. Develop design standards for smaller, clustered systems. Implement design standards. Work with developers to ensure they understand the program. Establish policies for future connections to centralized sewer. Coordinate with local governments on the development of private wastewater system ordinance(s).","Supports WQ, WS, and BP goals","Coordinate with Georgia Division of
Public Health to:
 Revise Chapter 290-5-26, On-site
Sewage Management Systems, if
needed, to provide consistent,
minimum design standards that
anticipate future centralized sewer
connections, where appropriate.
 Develop example policies for
connections to public sewer.
 Develop regional recommendations
and a model ordinance for
decentralized and smaller, clustered
sewer systems.",local governments to consider adoption of model ordinance for decentralized and clustered sewer systems. local public health departments to implement revised minimum design standards,"revise guidelines during 5-year regional water plan update, if necessary.",MUWW,gma,npo,other,"Local, Utilities",http://www.upperoconee.org/documents/UOC_Adopted_RWP.pdf,,,,,,,,,
UOC,1,,,,Returns,Municipal,,WW,WW-3. Develop recommendations for decentralized sewer systems,"Evaluate potential for designing decentralized systems so they can potentially connect to a centralized sewer system in the future when available. Identify implementation issues. Develop design standards for smaller, clustered systems. Implement design standards. Work with developers to ensure they understand the program. Establish policies for future connections to centralized sewer. Coordinate with local governments on the development of private wastewater system ordinance(s).","Supports WQ, WS, and BP goals","Coordinate with Georgia Division of
Public Health to:
 Revise Chapter 290-5-26, On-site
Sewage Management Systems, if
needed, to provide consistent,
minimum design standards that
anticipate future centralized sewer
connections, where appropriate.
 Develop example policies for
connections to public sewer.
 Develop regional recommendations
and a model ordinance for
decentralized and smaller, clustered
sewer systems.",local governments to consider adoption of model ordinance for decentralized and clustered sewer systems. local public health departments to implement revised minimum design standards,"revise guidelines during 5-year regional water plan update, if necessary.",MUWW,local governments,local government,other,"Local, Utilities",http://www.upperoconee.org/documents/UOC_Adopted_RWP.pdf,,,,,,,,,
UOC,1,,,,Returns,Municipal,,WW,WW-3. Develop recommendations for decentralized sewer systems,"Evaluate potential for designing decentralized systems so they can potentially connect to a centralized sewer system in the future when available. Identify implementation issues. Develop design standards for smaller, clustered systems. Implement design standards. Work with developers to ensure they understand the program. Establish policies for future connections to centralized sewer. Coordinate with local governments on the development of private wastewater system ordinance(s).","Supports WQ, WS, and BP goals","Coordinate with Georgia Division of
Public Health to:
 Revise Chapter 290-5-26, On-site
Sewage Management Systems, if
needed, to provide consistent,
minimum design standards that
anticipate future centralized sewer
connections, where appropriate.
 Develop example policies for
connections to public sewer.
 Develop regional recommendations
and a model ordinance for
decentralized and smaller, clustered
sewer systems.",local governments to consider adoption of model ordinance for decentralized and clustered sewer systems. local public health departments to implement revised minimum design standards,"revise guidelines during 5-year regional water plan update, if necessary.",MUWW,local public health department,local government,other,"Local, Utilities",http://www.upperoconee.org/documents/UOC_Adopted_RWP.pdf,,,,,,,,,
UOC,1,,,,Returns,Municipal,,WW,WW-3. Develop recommendations for decentralized sewer systems,"Evaluate potential for designing decentralized systems so they can potentially connect to a centralized sewer system in the future when available. Identify implementation issues. Develop design standards for smaller, clustered systems. Implement design standards. Work with developers to ensure they understand the program. Establish policies for future connections to centralized sewer. Coordinate with local governments on the development of private wastewater system ordinance(s).","Supports WQ, WS, and BP goals","Coordinate with Georgia Division of
Public Health to:
 Revise Chapter 290-5-26, On-site
Sewage Management Systems, if
needed, to provide consistent,
minimum design standards that
anticipate future centralized sewer
connections, where appropriate.
 Develop example policies for
connections to public sewer.
 Develop regional recommendations
and a model ordinance for
decentralized and smaller, clustered
sewer systems.",local governments to consider adoption of model ordinance for decentralized and clustered sewer systems. local public health departments to implement revised minimum design standards,"revise guidelines during 5-year regional water plan update, if necessary.",MUWW,regional councils,regional council,other,"Local, Utilities",http://www.upperoconee.org/documents/UOC_Adopted_RWP.pdf,,,,,,,,,
UOC,1,,,,Returns,Municipal,,WW,WW-3. Develop recommendations for decentralized sewer systems,"Evaluate potential for designing decentralized systems so they can potentially connect to a centralized sewer system in the future when available. Identify implementation issues. Develop design standards for smaller, clustered systems. Implement design standards. Work with developers to ensure they understand the program. Establish policies for future connections to centralized sewer. Coordinate with local governments on the development of private wastewater system ordinance(s).","Supports WQ, WS, and BP goals","Coordinate with Georgia Division of
Public Health to:
 Revise Chapter 290-5-26, On-site
Sewage Management Systems, if
needed, to provide consistent,
minimum design standards that
anticipate future centralized sewer
connections, where appropriate.
 Develop example policies for
connections to public sewer.
 Develop regional recommendations
and a model ordinance for
decentralized and smaller, clustered
sewer systems.",local governments to consider adoption of model ordinance for decentralized and clustered sewer systems. local public health departments to implement revised minimum design standards,"revise guidelines during 5-year regional water plan update, if necessary.",MUWW,state public health department,state government,statefed,"Local, Utilities",http://www.upperoconee.org/documents/UOC_Adopted_RWP.pdf,,,,,,,,,
UOC,1,,,,Returns,Municipal,,WW,WW-3. Develop recommendations for decentralized sewer systems,"Evaluate potential for designing decentralized systems so they can potentially connect to a centralized sewer system in the future when available. Identify implementation issues. Develop design standards for smaller, clustered systems. Implement design standards. Work with developers to ensure they understand the program. Establish policies for future connections to centralized sewer. Coordinate with local governments on the development of private wastewater system ordinance(s).","Supports WQ, WS, and BP goals","Coordinate with Georgia Division of
Public Health to:
 Revise Chapter 290-5-26, On-site
Sewage Management Systems, if
needed, to provide consistent,
minimum design standards that
anticipate future centralized sewer
connections, where appropriate.
 Develop example policies for
connections to public sewer.
 Develop regional recommendations
and a model ordinance for
decentralized and smaller, clustered
sewer systems.",local governments to consider adoption of model ordinance for decentralized and clustered sewer systems. local public health departments to implement revised minimum design standards,"revise guidelines during 5-year regional water plan update, if necessary.",MUWW,accg,npo,other,"Local, Utilities",http://www.upperoconee.org/documents/UOC_Adopted_RWP.pdf,,,,,,,,,
UOC,1,,,,Returns,Municipal,,WW,WW-4. Develop septic system planning and management policies and guidance,Determine future septic system areas and local requirements. Develop near- and long-term policies for transitioning unsewered areas to sewered areas where feasible. Identify grant funds or other sources to develop and implement education program. Identify and manage septic systems in environmentally sensitive areas. Implement a septic system homeowner education program.,"Supports WS, WQ, WS and BP goals","As part of local planning efforts:
 Develop near- and long-term policies
for transitioning to sewer in areas
where feasible.
 Identify grant funds or other sources
to develop and implement Septic
System Homeowner Education
program.
 Develop template materials for
Septic System Homeowner
Education efforts.",Integrate Septic System Homeowner Education component into the Public Education and Awareness Program (see WC-4).,"Track implementation and revise Regional Water Plan, if necessary.",MUWW,gawp,interest groups,other,"State, Local, Utilities",http://www.upperoconee.org/documents/UOC_Adopted_RWP.pdf,,,,,,,,,
UOC,2,,,,Quality,,,WQ,WQ-9. Encourage agricultural cropland management practices,"Encourage the use of agricultural crop practices as outlined in the Soil and Water Conservation Commission BMP for Georgia Agricultural Manual. Examples of such include the following: conservation tillage, cover crops, field buffers, riparian forested buffers, land conversion (crop to forest), and strip cropping.","WS, WQ, and BP goals",,Continue to follow TMDL implementation plans and to participate in GAEPD updates. implement with the support of the GSWCC. Integrate message into the Public Education and Awareness Program (see WC-3).,"Update TMDL implementation plans, as needed, based on water quality and biological monitoring data as well as Resource Assessment results.","MUWW and MUST, AG",us department of agriculture nrcs,federal government,statefed,"State, Local",https://waterplanning.georgia.gov/upper-flint-water-planning-region,,,,,,,,,
UOC,1,,,,Returns,Municipal,,WW,WW-4. Develop septic system planning and management policies and guidance,Determine future septic system areas and local requirements. Develop near- and long-term policies for transitioning unsewered areas to sewered areas where feasible. Identify grant funds or other sources to develop and implement education program. Identify and manage septic systems in environmentally sensitive areas. Implement a septic system homeowner education program.,"Supports WS, WQ, WS and BP goals","As part of local planning efforts:
 Develop near- and long-term policies
for transitioning to sewer in areas
where feasible.
 Identify grant funds or other sources
to develop and implement Septic
System Homeowner Education
program.
 Develop template materials for
Septic System Homeowner
Education efforts.",Integrate Septic System Homeowner Education component into the Public Education and Awareness Program (see WC-4).,"Track implementation and revise Regional Water Plan, if necessary.",MUWW,epd,state government,statefed,"State, Local, Utilities",http://www.upperoconee.org/documents/UOC_Adopted_RWP.pdf,,,,,,,,,
UOC,2,,,,Supply,,,WS,WS-1. Expand existing reservoirs,Evaluate yield and potential expansion of existing facilities. Evaluate potential for Natural Resources Conservation Service (NRCS) impoundments to serve as water supply sources; estimate yield; identify any potential water quality and environmental issues.,"WS, WQ, BP, and CR goals",,"Evaluate potential expansion of existing reservoirs.
 Identify and evaluate potential for retrofitting NRCS impoundments for water supply use.
 Begin process of expanding existing reservoirs.","Revise local Water Master Plan based on 5-year Regional Water Plan update, if necessary. Continue to maximize existing reservoir capacities.",MU and SD,epd,state government,statefed,"State, Local, Utilities",https://waterplanning.georgia.gov/upper-flint-water-planning-region,,,,,,,,,
UOC,2,,,,Returns,,,WW,WW-4. Develop septic system planning and management policies and guidance,Determine future septic system areas and local requirements. Develop near- and long-term policies for transitioning unsewered areas to sewered areas where financially feasible. Identify grant funds or other sources to develop and implement education program. Identify and manage septic systems in environmentally sensitive areas. Implement a septic system homeowner education program. Create a septic system map. Require septic tank certification program as part of the homebuyer closing process.,,,"As part of local planning efforts:
 Developnear-andlong-term policies for transitioning to sewer in areas where feasible.
 Identifygrantfundsorother sources to develop and implement Septic System Homeowner Education program.
 Developtemplatematerialsfor Septic System Homeowner Education efforts. Develop septic tank certification program as part of the homebuyer closing process.
 IntegrateSepticSystem Homeowner Education and septic certification program components into the Public Education and Awareness Program (see WC-3).","Track implementation and revise Regional Water Plan, if necessary.",MUWW,epd,state government,statefed,"State, Local, Utilities",https://waterplanning.georgia.gov/upper-flint-water-planning-region,,,,,,,,,
